datetime,price,market_cap,volume,MA_7,MA_30,RSI_14,MACD,MACD_Signal
2026-06-14 20:00:11.965,63759.51013798688,1277913690235.2817,16237047028.666521,63908.57861050812,64245.8125532025,39.33957224368322,-87.24674704650533,34.92477457930363
2026-06-14 21:00:37.554,63987.738180436216,1282778565711.5647,16426284403.35928,63865.70931153329,64239.25730995695,47.614804729142904,-84.64987083467713,11.009845496507477
2026-06-14 22:00:42.156,65311.25348726413,1309229783645.9575,20051074348.186028,64064.11199791448,64273.94075289871,71.71365177744674,23.928958318523655,13.593668060910712
2026-06-14 23:00:48.515,65347.35215463668,1310550606886.7524,21832056200.82116,64255.65097171754,64320.03395599419,72.09077421470622,111.60481264982081,33.19589697869273
2026-06-15 00:00:34.363,65713.6235604093,1317085172262.3992,22887575559.512203,64512.20768534818,64379.018503053216,75.63961250031379,208.24310339666408,68.205338262287
2026-06-15 01:00:38.725,65593.97025078039,1314519442652.8938,23117835118.115356,64784.02571484657,64428.291471604614,72.40078313440911,272.03872981314635,108.97201657245887
2026-06-15 02:00:05.510,65460.46466949333,1311976772068.3271,23256669382.520496,65024.84463442957,64467.705726584456,68.85793794437498,308.2708838565741,148.8317900292819
2026-06-15 03:00:43.746,65412.919906986936,1311054796252.1616,23411190428.65575,65261.046030001016,64506.584791892805,67.58948032146424,329.3520960398746,184.93585123140045
2026-06-15 04:00:56.768,65874.8516420869,1321005569581.4983,24628088458.60504,65530.63366737968,64554.08890643211,72.82693601318778,378.96467025367747,223.74161503585586
2026-06-15 05:00:31.102,65624.31317183514,1315275920987.9219,24813110486.87043,65575.35647946126,64593.63268456255,66.54582478021457,393.53026017029333,257.69934406274336
2026-06-15 06:00:31.084,65811.95187227325,1318970239035.6174,25182892339.394688,65641.72786769505,64640.19038376533,68.72163572715046,415.4257011921072,289.24461548861615
2026-06-15 07:00:43.167,65789.45846041392,1319310083080.1597,24947892676.92827,65652.56142483857,64682.680556258674,68.14943201217143,426.05170673104294,316.6060337371015
2026-06-15 08:01:15.860,65620.13052244934,1315221191915.3176,26318464277.800903,65656.29860650554,64717.977224740614,63.84011156562631,416.01399286573724,336.4876255628286
2026-06-15 09:00:27.143,65647.1556706323,1315764696145.3596,25895012524.059765,65682.9687495254,64757.14685189933,64.2288908389083,405.5646392039125,350.3030282910454
2026-06-15 10:01:10.084,65547.09575903144,1313741275815.4683,26361245507.053257,65702.13672838891,64791.69903890685,61.588592425657275,384.77401715649466,357.19722606413524
2026-06-15 11:00:25.139,65859.39810736204,1320016820898.2705,24853797677.810177,65699.92908057108,64841.890936633594,66.25168941001517,389.0131870185869,363.5604182550256
2026-06-15 12:01:13.461,66176.6769963115,1326548521081.658,28956400481.33757,65778.8381983534,64903.387046500466,70.20859606863472,413.2112720743826,373.49058901889697
2026-06-15 13:00:04.561,66529.06791842816,1333435026064.144,30672494105.195755,65881.28334780411,64979.237010820376,73.87269064632139,455.57188210661116,389.9068476364398
2026-06-15 14:01:11.642,66428.78654700873,1331197099125.5762,32426657974.500637,65972.61593160337,65046.95076652196,71.18937882166648,475.5690383194087,407.0392857730336
2026-06-15 15:00:18.967,66586.24781846616,1335135150284.5605,33652762532.3353,66110.6326881772,65118.96627276558,72.8565870809644,498.3777488779597,425.3069783940188
2026-06-15 16:00:25.207,67203.74322201993,1346998568498.7656,34644887260.5046,66333.00233837543,65206.61567634329,78.18735939436027,559.8271953383373,452.21102178288254
2026-06-15 17:00:47.846,67153.08380931441,1345891267470.9438,35638863507.25581,66562.42920270158,65295.29420974849,76.85383088375684,597.5503447386145,481.27888637402896
2026-06-15 18:01:14.485,66828.6012908173,1339444300268.53,36799500913.19533,66700.88680033803,65372.08690422346,68.76394525280193,594.4111828816531,503.9053456755538
2026-06-15 19:00:50.796,66769.46335691397,1338884330347.0227,37413883606.26227,66785.5705661384,65454.57995496426,67.37201986440981,580.4602529913682,519.2163271387167
2026-06-15 20:00:32.991,66550.76685016969,1335085348554.1587,39083643135.70449,66788.67041353005,65530.01140752792,62.3460005693664,545.4692304254713,524.4669077960676
2026-06-15 21:00:57.389,66491.03224606764,1332715282812.3564,38961712274.23712,66797.56265625275,65615.63132631031,61.007264506163985,507.07328443635197,520.9881831241245
2026-06-15 22:00:15.822,66344.9252660968,1329893041534.4055,35455552376.856926,66763.08800591427,65693.5761905797,57.74136321764656,459.5571199807018,508.7019704954399
2026-06-15 23:00:30.217,66179.29479665706,1326455574552.6328,33969937662.337177,66616.73823086244,65768.96179830177,54.199201827051745,403.8795506087772,487.7374865181074
2026-06-16 00:00:47.700,66300.03552398227,1328868744504.0408,33210629171.648228,66494.87419010069,65855.92151429146,56.303587483879234,365.28664629365085,463.24731847321607
2026-06-16 01:00:48.556,66234.34991001834,1328239258875.6406,32678456394.81139,66409.98113570084,65937.90877021165,54.82769925917529,325.64735152777575,435.727325084128
2026-06-16 02:00:16.641,66304.20148317334,1329072165126.4946,31382217527.44344,66343.5151537379,66022.7318150512,56.14424102976834,296.45204834149627,407.87226973560166
2026-06-16 03:00:42.800,65679.58893459836,1316671451139.737,32037266272.210125,66219.06116579914,66079.12684018994,43.84005875113235,220.37322233097802,370.3724602546769
2026-06-16 04:00:18.135,66107.3904460563,1324180197681.4863,31704197656.736965,66164.25519436895,66105.66473881635,51.6548401560023,192.3825450620352,334.77447721614857
2026-06-16 05:00:05.936,65832.02266577541,1319302365695.745,31732628649.015564,66090.98339432303,66121.82042252096,47.11057096531659,146.29347304758267,297.0782763824354
2026-06-16 06:00:28.169,66041.37651002446,1323693549605.1938,31873907759.60128,66071.28078194695,66132.74552084148,50.664166514015655,125.21723071941233,262.70606724983077
2026-06-16 07:00:55.717,66420.43661274928,1331300417863.577,32025169317.01374,66088.4809374851,66160.29439957377,56.37903460753111,137.51594101333467,237.66804200253154
2026-06-16 08:00:51.480,66330.87359644237,1329167117363.6128,31838364017.01724,66102.27003554568,66189.30803047208,54.764858084676526,138.43992138422618,217.82241787887045
2026-06-16 09:00:57.275,66894.71556610646,1340466124249.3784,32474842527.82297,66186.6291902504,66238.7012191094,62.118095209548166,182.56502129035653,210.77093856116767
2026-06-16 10:00:41.754,66478.07109056243,1333193103396.2583,33150097636.913097,66300.69806967383,66258.80853405858,55.002982775809805,181.81885910742858,204.98052267041984
2026-06-16 11:00:50.859,66456.89263167174,1332744545403.4297,33034407326.270496,66350.62695333318,66286.5611827198,54.66025547210332,177.47279960408923,199.4789780571537
2026-06-16 12:00:41.643,66415.61928528006,1330679359130.367,31639146618.711555,66433.99789897671,66306.68342982003,53.9546669776769,168.75282450208033,193.33374734613903
2026-06-16 13:00:52.764,66378.38209679187,1330016607725.1616,30974089809.879623,66482.1415542292,66326.31421769928,53.28634210239444,157.02733809544588,186.0724654960004
2026-06-16 14:00:33.591,66044.09472728668,1324007132481.0388,30018929746.99588,66428.37842773453,66340.44635786054,47.58758620859134,119.38441940497432,172.7348562777952
2026-06-16 15:00:57.862,65615.21176154546,1315427243886.2004,30350268220.91917,66326.14102274926,66339.38156089096,41.461136643254534,54.318711831612745,149.0516273885587
2026-06-16 16:00:04.518,65856.94616022993,1321128357908.9211,29878966129.682404,66177.88825048118,66349.70990759759,45.704075369829475,22.005944689633907,123.64249084877375
2026-06-16 17:00:48.276,65724.78187447831,1316944447053.4417,28018330625.05674,66070.27550532631,66345.22269983479,43.833443182033456,-14.104125805650256,96.09316751788894
2026-06-16 18:00:32.622,65887.3354905345,1320880161662.0442,27626573180.969738,65988.91019944956,66335.57798297556,46.72179609528555,-29.267520772627904,71.02102985978557
2026-06-16 19:00:37.769,65792.27027664907,1318805743552.4119,27007387988.38777,65899.8603410737,66311.01806158293,45.25604989216787,-48.39769034989877,47.137285817848706
2026-06-16 20:00:45.962,65562.40822818082,1313717545394.026,26755386548.111336,65783.29264555783,66282.13878428868,41.8382758022908,-81.1707479836914,21.475679057540688
2026-06-16 21:00:36.927,65791.43457939313,1318693175111.3962,26497333156.070076,65747.1983387159,66255.6450096529,46.19808336614051,-87.65271386236418,-0.34999952644028554
2026-06-16 22:00:39.287,65712.0073438524,1317365895098.3147,26429112353.67412,65761.02627904547,66205.92048038066,44.93993695478621,-98.0683616011811,-19.893671941388448
2026-06-16 23:00:24.814,65716.96186335573,1316852368461.9338,25826774401.921165,65741.02852234915,66158.0497488487,45.04048344316684,-104.71594888230902,-36.85812732957257
2026-06-17 00:00:33.673,65606.96732060197,1314647072684.9172,25820349154.221188,65724.19787179539,66117.3286165082,43.15627712420496,-117.50532182784809,-52.987566229227674
2026-06-17 01:00:27.486,65697.03531324727,1316901897564.6106,26141944583.767227,65697.01213218294,66081.58101505264,45.178640726471144,-119.00148273567902,-66.19034953051795
2026-06-17 02:00:42.355,65872.4798591013,1319933510090.5234,25457311803.34745,65708.47064396183,66058.97144868369,48.98596994608114,-104.82197001430904,-73.91667362727617
2026-06-17 03:01:06.693,65846.91715363193,1319838090763.4587,25192160007.85163,65749.11477616912,66037.5009456025,48.45790553488122,-94.55730299068091,-78.04479949995712
2026-06-17 04:00:13.793,65750.37281615617,1317888872330.0217,25119953433.197727,65743.24880999242,66017.68253060448,46.42251151590831,-93.13915144042403,-81.0636698880505
2026-06-17 05:00:29.934,65841.73204515975,1320488771222.3037,25604336023.098614,65761.78091017918,66006.4304388879,48.62175552972208,-83.67873350827722,-81.58668261209584
2026-06-17 06:01:07.828,65771.89595947663,1317874882534.0718,25455545200.839355,65769.62863819646,65988.82578673771,47.03247328660482,-80.88409115429386,-81.44616432053544
2026-06-17 07:00:04.024,65555.14979706943,1313907803789.8452,24226139041.187145,65762.22613483467,65966.18578297275,42.40019674294421,-95.0630926797603,-84.16954999238041
2026-06-17 08:01:10.623,65469.460950432134,1312025331275.121,25239541984.9707,65729.71551157536,65938.36109854803,40.69379073184119,-111.92423443084408,-89.72048688007314
2026-06-17 09:01:13.115,64890.84924045815,1300845872420.7366,25051800489.19174,65589.48256605491,65912.06977541004,31.480681327631416,-170.01610030861048,-105.7796095657806
2026-06-17 10:00:22.147,64822.102006656045,1299262422131.3293,25292316197.89888,65443.080402201216,65869.22682743003,30.594397789399135,-219.07627484310797,-128.43894262124607
2026-06-17 11:00:16.555,64724.80750993822,1297464697841.74,24947167229.512306,65296.571072741506,65832.31965556879,29.335640868988595,-262.7785221528393,-155.3068585275647
2026-06-17 12:00:21.977,64774.91599569361,1298336827318.5425,25435305509.53916,65144.16877996062,65790.1043050911,30.912195555354916,-290.0262894474654,-182.25074471154485
2026-06-17 13:00:22.952,64967.98785803342,1302186484617.8733,25632383618.157818,65029.32476546873,65741.68934660057,36.76616593613098,-292.6673683725894,-204.33406944375378
2026-06-17 14:00:33.768,65219.99577953564,1307707184851.8242,25301452104.940807,64981.44562010676,65704.66008603701,43.49605340155632,-271.29815307018725,-217.72688616904048
2026-06-17 15:00:10.387,65065.51501590257,1304188601318.4617,25209054043.642925,64923.73905803111,65643.68673436354,40.64067237145469,-263.7874253245609,-226.93899400014456
